building_name,BG_jmotif_inclasssim_168_8_21,BG_jmotiftemporal_168_8_21_mean,BG_jmotiftemporal_168_8_21_std,BG_jmotiftemporal_168_8_21_min,BG_jmotiftemporal_168_8_21_max
Office_Elizabeth,0.0512118732519,0.131141688692,0.304607028029,-0.1251402676,1.11557735129
Office_Ellie,0.0846577182698,1.12429631083,0.104829615473,0.759240297109,1.5252629628
Office_Cristina,0.0829228283137,1.11486744263,0.00806337956135,1.02261257202,1.14276780617
Office_Jesus,0.0785471967753,0.925686523646,0.390954674424,-0.915276648507,1.22052739942
Office_Erik,0.0489475668444,0.0278067781832,0.18200797183,-0.617794125977,1.11557735129
Office_Evelyn,0.0841996094072,1.05062072775,0.187280846412,0.319510710052,1.41751164199
Office_Emer,0.119045920624,1.49987077928,0.529062920671,-0.337243036084,2.59029039398
Office_Elena,0.11910971994,1.50094517566,0.528517968101,-0.337243036084,2.59029039398
Office_Jett,0.082811276299,1.11557735129,6.00405428093e-15,1.11557735129,1.11557735129
Office_Jerry,0.0816932140229,1.06489617001,0.141229129338,0.018424284938,1.16995826105
Office_Eileen,0.0822973508834,1.28584836868,0.228402544765,1.0084789814,2.17747482333
Office_Lesa,0.0829957529729,1.13124306651,0.0566399763335,1.06909496165,1.53042396352
Office_Emerald,0.0827552861602,1.13603018952,0.0595654407398,0.916037165319,1.39371431401
Office_Ellis,0.0748223085176,1.18642112648,0.197585488786,0.677804817896,2.10047311534
Office_Elliot,0.106351676108,1.64831167118,0.320502179179,0.444607885599,2.64640686477
Office_Eddie,0.106361148915,1.64795775263,0.320672777696,0.444607885599,2.64640686477
Office_Jackie,0.0823944124817,1.08621225589,0.108775755228,0.186825553854,1.16995826105
Office_Marla,0.0828795745342,1.11545000228,0.00243299947152,1.06909496165,1.11557735129
Office_Maryann,0.0829376660398,1.11478204238,0.0105972886731,0.976130182379,1.16205974093
Office_Myron,0.0657059505345,0.550726460302,0.558354025113,-0.83225882659,1.24363110557
Office_Conrad,0.0829592069769,1.11583378563,0.0079016339917,0.991652245294,1.16995826105
Office_Mick,0.0852759971929,1.10734545677,0.130903923212,0.315929212573,1.57652822872
