building_name,BG_visdom_Aug_dur,BG_visdom_Aug_max,BG_visdom_Aug_mean,BG_visdom_Aug_min,BG_visdom_Aug_mn2mx,BG_visdom_Aug_n2d,BG_visdom_Aug_range,BG_visdom_HOD.mean.1,BG_visdom_HOD.mean.10,BG_visdom_HOD.mean.11,BG_visdom_HOD.mean.12,BG_visdom_HOD.mean.13,BG_visdom_HOD.mean.14,BG_visdom_HOD.mean.15,BG_visdom_HOD.mean.16,BG_visdom_HOD.mean.17,BG_visdom_HOD.mean.18,BG_visdom_HOD.mean.19,BG_visdom_HOD.mean.2,BG_visdom_HOD.mean.20,BG_visdom_HOD.mean.21,BG_visdom_HOD.mean.22,BG_visdom_HOD.mean.23,BG_visdom_HOD.mean.24,BG_visdom_HOD.mean.3,BG_visdom_HOD.mean.4,BG_visdom_HOD.mean.5,BG_visdom_HOD.mean.6,BG_visdom_HOD.mean.7,BG_visdom_HOD.mean.8,BG_visdom_HOD.mean.9,BG_visdom_Jan_dur,BG_visdom_Jan_max,BG_visdom_Jan_mean,BG_visdom_Jan_min,BG_visdom_Jan_mn2mx,BG_visdom_Jan_n2d,BG_visdom_Jan_range,BG_visdom_daily.kw.max.var,BG_visdom_daily.kw.min.var,BG_visdom_daily.kw.var,BG_visdom_date.first,BG_visdom_date.last,BG_visdom_dur,BG_visdom_kw.mean,BG_visdom_kw.mean.annual,BG_visdom_kw.mean.summer,BG_visdom_kw.mean.winter,BG_visdom_kw.total,BG_visdom_kw.total.Apr,BG_visdom_kw.total.Aug,BG_visdom_kw.total.Dec,BG_visdom_kw.total.Feb,BG_visdom_kw.total.Jan,BG_visdom_kw.total.Jul,BG_visdom_kw.total.Jun,BG_visdom_kw.total.Mar,BG_visdom_kw.total.May,BG_visdom_kw.total.Nov,BG_visdom_kw.total.Oct,BG_visdom_kw.total.Sep,BG_visdom_kw.tout.cor,BG_visdom_kw.var,BG_visdom_BG_visdom_BG_visdom_kw.var.summer,BG_visdom_BG_visdom_kw.var.winter,BG_visdom_kw90,BG_visdom_BG_visdom_max,BG_visdom_max.97.,BG_visdom_max.MA,BG_visdom_max.day.date,BG_visdom_max.day.kw,BG_visdom_BG_visdom_max.day.pct,BG_visdom_max.day.tout,BG_visdom_max.hr.date,BG_visdom_max.hr.kw,BG_visdom_max.hr.tout,BG_visdom_maxHOD,BG_visdom_mean,BG_visdom_min,BG_visdom_min.3.,BG_visdom_min.day.date,BG_visdom_min.day.kw,BG_visdom_min.day.pct,BG_visdom_min.day.tout,BG_visdom_min.hr.date,BG_visdom_min.hr.kw,BG_visdom_min.hr.tout,BG_visdom_mn2mx,BG_visdom_n2d,BG_visdom_nv2dv,BG_visdom_range,BG_visdom_t10kw,BG_visdom_t10t,BG_visdom_t90kw,BG_visdom_t90t
PrimClass_Everett,10.4193548387,3.36241797043,2.65648107079,2.11201871505,0.638664743967,0.892218028269,1.25039925538,1.9246170765,2.96608540528,3.01261290984,2.98359931694,2.97908192168,2.96596334244,2.97547081056,2.90130405282,2.67193387978,2.39586186248,2.29148772769,1.92240560109,2.29284699454,2.2920208561,2.24712099271,2.1025912796,1.94616545993,1.91900343807,1.91994212204,1.89897882514,1.96720519126,2.29754146175,2.65840890255,2.81193877505,9.74193548387,3.34926921237,2.43000815412,1.67352601344,0.558925140832,0.744094653126,1.67574319892,0.174751829633,0.0353195487822,0.0677696053926,1325404800.0,1356940800.0,10.956284153,2.43100784191,2.43100784191,2.73079523647,2.21566760074,21295.6286951,1502.19515833,1912.66637097,1461.95008065,1726.92737069,1749.60587097,2092.65616935,2066.88024167,1523.99787097,1845.77280645,1503.82408333,1701.0046371,1914.46800833,0.377196043121,0.131435711201,0.122025794096,0.119446340622,10.0,3.26681357878,4.26518758333,1.0,1340262000.0,92.276375,1.0,29.7972222222,1342645200.0,5.1725,29.4,11.0,2.43100784191,1.71777885109,1.14325,1354435200.0,26.29485,0.273224043716,7.01409722222,1332108000.0,0.7915,20.0,0.559682131677,0.813430202258,0.298115273579,1.54903472769,11.0,12.0,15.0,13.0
UnivClass_Clifford,13.8064516129,1.57856452169,1.36095428379,1.09294356471,0.696613664144,0.815556785457,0.485620956978,1.30426026022,1.49982647476,1.55197716185,1.57929451193,1.59134702487,1.60486300704,1.60215067722,1.56995662168,1.5463059344,1.48575341813,1.44758902829,1.28294519225,1.41674655686,1.38326024837,1.37232873904,1.35596572873,1.32802281098,1.25839040345,1.24086072653,1.32499998583,1.3408698458,1.38023285346,1.3945616212,1.44225341381,10.2903225806,1.64827419177,1.45242157493,1.29528141617,0.792288773727,0.890214191939,0.352992775598,0.0163418024305,0.00896303033572,0.00648883310219,1420099200.0,1451548800.0,11.9479452055,1.42936509361,1.42936509361,1.39425334586,1.45470517571,12521.23822,1117.55166288,979.887084326,938.604832291,1102.57856368,1045.74353395,975.796763203,1027.41749447,1115.75563981,1024.24112203,996.816653609,1020.63627598,1013.02498966,-0.0558534122145,0.0160970331307,0.0133652286746,0.0173216634635,13.0,1.65817816786,1.82499992847,2.0,1428994800.0,40.1275000238,0.471232876712,9.47083333333,1428696000.0,1.97500002384,13.3,14.0,1.42936509361,1.1980091288,1.10000002384,1451030400.0,26.6250004172,0.372602739726,5.54583333333,1432461600.0,0.899999976158,3.3,0.726873426088,0.846786395443,0.790789077724,0.460169039069,14.0,1.0,15.0,13.0
Office_Elizabeth,10.9032258065,22.2581936102,12.0883084901,3.19120397312,0.209848520192,1.61717818906,19.0669896371,7.34605459927,14.8519874545,13.2297157332,12.912601867,12.8553568534,12.3727136157,9.16078709016,7.49420965392,5.56925591985,5.94035102459,5.64361803279,7.74674234973,3.53028123862,3.11425389344,2.99361279599,2.98785749089,2.97946309199,9.12059988616,9.44399180328,11.7306057605,13.7069099499,13.7601216758,14.4056870674,14.8016673042,12.1612903226,14.979721207,8.52561883961,3.36750126882,0.286304297714,2.28958540683,11.6122199382,0.603841368776,0.00619627253664,0.17911534933,1325404800.0,1356940800.0,11.7868852459,9.07076858967,9.07076858967,9.70773003132,8.61323290623,79459.9328455,6186.95525833,8703.5821129,5008.07334677,6240.04430172,6138.44556452,6288.19672581,5998.06895833,6268.65905645,6288.92270161,6494.49023333,7085.49135484,7658.65745833,0.146023922044,0.530134306032,0.651313491804,0.437113041375,9.0,16.291429224,23.5129505,24.0,1345532400.0,399.94605,0.926229508197,22.3194444444,1347026400.0,30.2148,17.2,10.0,9.07076858967,2.69528595082,1.864025,1347778800.0,52.8226083333,0.874316939891,20.8951388889,1334491200.0,1.68313333333,5.0,0.237451416122,1.50121372555,3.56503139687,13.5961432732,9.0,12.0,10.0,13.0
Office_Ellie,10.5806451613,27.1899935457,16.8119476927,7.5305691129,0.306259694486,1.34689418378,19.6594244328,8.68360851548,23.4627492031,21.9635054189,21.4672820128,20.9881763206,20.8646016621,20.5474757969,11.8581013434,9.71220844718,8.86842404372,8.93088162568,10.1367651412,8.51925097905,8.57157663934,8.4967739071,8.35147297773,8.21958399362,14.0174046448,19.595874704,22.2632920082,23.9955540301,24.1450649818,23.6619696266,23.6863838115,11.4516129032,36.9357256559,20.0218667003,7.38828852151,0.284192188287,2.30644205812,29.5474371344,0.410139460428,0.00318550553427,0.102507657348,1325404800.0,1356940800.0,10.718579235,15.8753325764,15.8753325764,14.7096808056,16.7126317358,139067.91337,9926.801275,12104.6023387,12683.1732339,14322.2528793,14415.7440242,10657.3854758,9974.61391818,12150.6754919,10260.4197339,10961.0669167,9817.11124194,9916.17953333,-0.212107063994,0.3724893896,0.289376484287,0.425602861362,6.0,26.5595039205,36.553995,23.0,1356940800.0,636.969258333,0.0327868852459,2.24375,1328274000.0,47.511,1.7,7.0,15.8753325764,7.56556440187,6.8279,1338102000.0,164.201516667,0.620218579235,12.9375,1353783600.0,6.35373333333,7.2,0.35002715174,1.65121145465,12.1625948268,18.9939395187,6.0,15.0,10.0,17.0
PrimClass_Elisabeth,10.8387096774,19.0527910914,10.2235550403,2.77034869624,0.211510090933,0.349733725797,16.2824423952,4.83830560109,8.11670163934,10.0828582423,11.7765304872,11.8197084927,12.3392964253,12.6416757286,12.6691336976,11.2876075364,11.0407466075,11.0060927368,3.02965833333,10.600881102,7.87239162113,6.44528390255,4.78977955373,5.10845350638,2.67509307832,2.57102040073,2.56633003188,2.55926505009,6.31860081967,6.66336999089,7.84443290073,12.2258064516,12.8751027581,7.3301656922,2.82005893548,0.282402696063,0.471603410532,10.0550438226,0.599072719778,0.00484073926911,0.172437016867,1325404800.0,1356940800.0,11.7568306011,7.77763406193,7.77763406193,8.29710710784,7.40449145149,68132.0743825,5315.96611667,7360.95962903,4299.11440323,5380.50310345,5277.71929839,5404.13304032,5159.87709167,5395.68633871,5408.61048387,5587.17685,6073.41318548,6527.60695,0.239379086109,0.524566586578,0.636002106146,0.439122950408,14.0,14.0179501341,19.597941,4.0,1345532400.0,343.857991667,0.74043715847,22.4958333333,1347048000.0,25.9795583333,30.6,16.0,7.77763406193,2.29462160542,1.60275408333,1347778800.0,45.3429,0.581967213115,17.6125,1334512800.0,1.44721666667,28.3,0.233893384325,0.450480551356,0.010771054518,11.7233285287,16.0,12.0,15.0,13.0
Office_Cristina,11.2580645161,4.59060484132,3.05996863704,1.73795966783,0.385835009578,0.796619528169,2.8526451735,2.62954793769,3.85276941192,3.84744749091,3.76343834016,3.76666210499,3.67942465708,3.64669862694,3.79711186945,3.49996574552,3.77432192708,3.46378081565,2.63574657012,2.91413013085,2.78386985687,2.74497260385,2.63361643385,2.60969177749,2.58738355563,2.56982419018,2.57663013849,3.7219337836,4.29825341819,4.24458676232,3.91561873013,12.7419354839,5.24241938952,3.78884744646,2.31820967086,0.450062974919,0.724448526619,2.92420971867,0.0582911480755,0.0136297163696,0.0320945756145,1420099200.0,1451548800.0,11.9369863014,3.33155945329,3.33155945329,3.0406862723,3.54148207919,29184.4608108,2505.90833056,2203.17741867,2411.93548333,2818.60713805,2727.97016145,2161.86209457,2168.60083251,2571.7016102,2188.94354766,2401.74166811,2431.01612379,2224.34999645,-0.176571486821,0.102588795889,0.0913809308824,0.101223551065,7.0,4.79166136622,5.32499980927,1.0,1423468800.0,108.550000429,0.101369863014,-8.53541666667,1427205600.0,6.47500038147,-7.2,7.0,3.33155945329,1.93117058849,1.67499995232,1434265200.0,45.8499999046,0.843835616438,20.2302083333,1446912000.0,1.0,8.8,0.406058612056,0.744392217794,0.375168494501,2.86049077772,8.0,1.0,13.0,13.0
PrimClass_Jolie,9.67741935484,0.685419367691,0.44180108,0.244387096775,0.404046303384,0.797498826487,0.441032270916,0.430966156761,1.87893430482,2.45609183506,2.51141930235,2.7191919735,2.62232896065,2.85682895259,2.78466457635,2.53656868095,1.74446876022,0.940913970818,0.437905806058,0.452550958215,0.433057806818,0.434836019336,0.432753827665,0.43308944424,0.446582384704,0.465685125717,0.479938551197,0.490431702841,0.52815088232,0.876296020568,1.29835211758,9.03225806452,4.07635484446,1.5922177468,0.364741937097,0.232787894484,0.438086455717,3.71161290736,3.40866848136,0.0053622370161,0.367213862233,1417420800.0,1448870400.0,8.60547945205,1.27883367172,1.27883367172,1.08489243239,1.41880069822,11202.5829643,848.60000377,318.0967776,990.928114255,1013.23661114,1146.3967777,730.838713132,976.73750209,1137.19113291,818.291131006,1124.19138328,887.141131684,1077.52000051,-0.0838848015904,1.44857475551,1.14407290718,1.64001811242,14.0,3.16728166435,5.2,9.0,1448352000.0,60.05750039,0.345205479452,9.10416666667,1419030000.0,6.3000002,8.0,15.0,1.27883367172,0.34584584102,0.3,1446796800.0,0.297241382552,0.81095890411,14.4166666667,1446804000.0,0.0041379311715,15.0,0.261152475888,0.493789957013,0.00511326462536,2.82143582333,15.0,5.0,13.0,9.0
PrimClass_Jaylin,7.90322580645,1.24774195326,0.935618293159,0.755806468785,0.626471291937,0.947756303011,0.491935484473,1.1662713111,4.36822335356,4.42043568211,5.52538089586,5.75070281362,2.7948466514,5.08585350244,2.82909321729,1.51894253625,1.26484664852,1.25188089789,1.17796860255,1.16160692822,1.14733295425,1.1661000768,1.16618227036,1.17692884354,1.19147678882,1.20219596644,1.20184665381,1.22967541795,1.33133294838,1.87904527628,2.55024390208,8.22580645161,7.84735884354,2.65795698836,0.949838721932,0.218970776079,0.835510307183,6.89752012161,4.64603440114,0.00819821047827,0.257362984796,1417420800.0,1448870400.0,7.19726027397,2.23160058915,2.23160058915,2.02459423586,2.38099668373,19548.8211609,1523.9375086,673.645171074,1610.37787861,1772.37589419,1913.72903162,1433.12419926,1801.1400039,1832.71935739,1508.44597305,1787.06896596,1561.83871725,1897.44750868,-0.0191895247359,1.28919951424,1.1167416058,1.4032122494,12.0,6.46342829915,10.5,7.0,1423468800.0,95.00000004,0.0383561643836,2.8125,1421258400.0,12.3000002,8.5,13.0,2.23160058915,0.908110335678,0.700000020001,1446796800.0,0.662068965518,0.81095890411,14.4166666667,1446800400.0,0.00689655172391,15.0,0.312561694669,0.809219600751,0.0570850295491,5.55531796348,13.0,5.0,13.0,9.0
Office_Jesus,8.03225806452,3.574806434,2.7427788961,2.22577419355,0.633350881794,0.838616156334,1.34903224045,1.59050790007,2.21224761749,2.30787775365,2.30006268664,2.31511063174,2.32140515311,2.33393939968,2.32880241355,2.35187090598,2.12722022461,1.70829556935,1.61450499959,1.5617818733,1.59855584426,1.59677502412,1.61045995508,1.58369968196,1.608733929,1.61395310678,1.60661749042,1.60550790198,1.6153503659,1.59606954429,1.79244625097,7.09677419355,2.51509677963,1.63818213578,1.18012907077,0.480310873925,0.85138585438,1.33496770886,0.127722500446,0.0602952686387,0.0757832906793,1417420800.0,1448870400.0,7.82465753425,1.87090817598,1.87090817598,2.20466231015,1.63003844707,16389.1556216,1235.47750232,1974.80080519,1126.52093266,1144.28572169,1179.49113776,1736.25726039,1219.28500544,1247.60806195,1354.30403104,970.583966227,1304.03226432,1642.0274976,0.31851892978,0.140377324079,0.152897939523,0.0918195168794,16.0,2.75679813859,3.400000023,10.0,1440486000.0,70.0,0.895890410959,15.5833333333,1438963200.0,4.2000001,20.0,17.0,1.87090817598,1.37595979565,1.0,1446796800.0,0.662068965517,0.81095890411,14.4166666667,1446800400.0,0.00689655172391,15.0,0.502008147268,0.783313790779,0.449426364223,1.38083834294,14.0,6.0,17.0,9.0
PrimClass_Esmeralda,10.0,22.3045637742,18.6494653786,16.0982129597,0.734801561743,0.958705764876,6.20635081451,10.1800128415,17.3276720856,17.4477712204,17.5191656648,17.2659369535,16.8968183288,16.0852105874,13.8558674256,12.3622453324,11.0917903689,10.519893602,10.1457611111,10.3832586976,10.3499872268,10.3932800774,10.3228293033,10.2597364982,10.0909352459,10.0330596995,10.0898232923,11.0315350638,13.7362188297,15.591006694,16.8924910975,10.3870967742,15.8375197473,8.64438826165,4.43919848925,0.396074921754,0.765806371155,11.3983212581,0.291512565101,0.149884954152,0.15536229001,1325404800.0,1356940800.0,10.1912568306,12.9113461353,12.9113461353,17.3574370923,9.71767516628,113103.392146,5239.34260833,13427.6150726,7606.57215323,6080.75380172,6223.95954839,14866.7489274,11736.6040833,5861.34021774,11547.1412366,8846.491325,9062.50825,10830.3495083,0.632051735569,0.259186072025,0.13674127412,0.2007931717,11.0,18.2787629249,24.61100425,1.0,1342594800.0,561.522933333,0.991803278689,30.9208333333,1336590000.0,30.7158083333,21.85,12.0,12.9113461353,9.3820897226,4.03145408333,1331366400.0,94.335625,0.0819672131148,2.74166666667,1325448000.0,3.60911666667,11.7,0.562174806751,0.851558337953,0.820851188811,8.89667320226,10.0,12.0,14.0,14.0
