building_name,BG_all_minvs95_mean,BG_all_minvs95_min,BG_all_minvs95_max,BG_all_minvs95_std,BG_all_meanvs95_mean,BG_all_meanvs95_min,BG_all_meanvs95_max,BG_all_meanvs95_std,BG_all_minvsmax_mean,BG_all_minvsmax_min,BG_all_minvsmax_max,BG_all_minvsmax_std,BG_all_meanvsmax_mean,BG_all_meanvsmax_min,BG_all_meanvsmax_max,BG_all_meanvsmax_std,BG_weekend_minvs95_mean,BG_weekend_minvs95_min,BG_weekend_minvs95_max,BG_weekend_minvs95_std,BG_weekend_meanvs95_mean,BG_weekend_meanvs95_min,BG_weekend_meanvs95_max,BG_weekend_meanvs95_std,BG_weekend_minvsmax_mean,BG_weekend_minvsmax_min,BG_weekend_minvsmax_max,BG_weekend_minvsmax_std,BG_weekend_meanvsmax_mean,BG_weekend_meanvsmax_min,BG_weekend_meanvsmax_max,BG_weekend_meanvsmax_std,BG_weekdays_minvs95_mean,BG_weekdays_minvs95_min,BG_weekdays_minvs95_max,BG_weekdays_minvs95_std,BG_weekdays_meanvs95_mean,BG_weekdays_meanvs95_min,BG_weekdays_meanvs95_max,BG_weekdays_meanvs95_std,BG_weekdays_minvsmax_mean,BG_weekdays_minvsmax_min,BG_weekdays_minvsmax_max,BG_weekdays_minvsmax_std,BG_weekdays_meanvsmax_mean,BG_weekdays_meanvsmax_min,BG_weekdays_meanvsmax_max,BG_weekdays_meanvsmax_std
PrimClass_Everett,0.570040502703,0.259260130156,0.948723929483,0.165459739511,0.763251096124,0.49629342135,0.981462517372,0.116260309109,0.553711755765,0.244186661496,0.931821216438,0.162498933621,0.741374845771,0.464287587716,0.977775905999,0.116179337807,0.74259101172,0.460648150674,0.948723929483,0.116904501142,0.869591423892,0.65547713806,0.981462517372,0.085149628918,0.722290411181,0.421046331854,0.931821216438,0.11950897585,0.845430382657,0.586957865203,0.977775905999,0.0900256570645,0.50062363126,0.259260130156,0.891311423402,0.12690589249,0.720470504493,0.49629342135,0.974361964738,0.0983403696456,0.48589275646,0.244186661496,0.891311423402,0.123543324191,0.699513422886,0.464287587716,0.956522097386,0.097851803156
UnivClass_Clifford,0.735556641586,0.535346635673,0.932277902964,0.0845395036347,0.875349301631,0.754716943406,0.983870982626,0.0525946945786,0.715990999415,0.51388887601,0.928571410327,0.0852163564649,0.852003318507,0.723684219607,0.981132092453,0.0566723094364,0.818055218403,0.644583698636,0.932277902964,0.0713995323538,0.943257093744,0.880000019072,0.983870982626,0.0201029079528,0.796525489118,0.562499976718,0.928571410327,0.0753942578705,0.918273651463,0.773437495926,0.981132092453,0.0356841750647,0.70268364546,0.535346635673,0.909935084395,0.0646448181144,0.84829025803,0.754716943406,0.965645341475,0.0336599312689,0.683900628039,0.51388887601,0.890909108247,0.0654723537732,0.825596749053,0.723684219607,0.945454510778,0.0391830658239
Office_Elizabeth,0.245235208927,0.0652442584019,0.776695414634,0.191280965491,0.617980958356,0.0995063189373,0.983438870142,0.212402074602,0.234873707125,0.058928472858,0.775218235205,0.191418246271,0.593970602111,0.0911267687326,0.97906302044,0.220467795421,0.399460986657,0.0652442584019,0.776695414634,0.264668809485,0.529057809378,0.0995063189373,0.983438870142,0.332784301284,0.377610235331,0.058928472858,0.775218235205,0.274457481828,0.497974773997,0.0911267687326,0.97906302044,0.347572081892,0.183190355818,0.0888964676187,0.685675306459,0.0993708959589,0.65375463898,0.324022320322,0.973084772843,0.120655863778,0.177450965892,0.0860679203569,0.678926443915,0.0988412137596,0.632589613422,0.279947263231,0.96350703931,0.121219581201
Office_Ellie,0.357937816555,0.152868351956,0.955413413812,0.206057611172,0.652082390017,0.166271580167,0.987735990292,0.173745298906,0.346355435905,0.141850514843,0.943395475617,0.198822553373,0.632119172327,0.157491897818,0.970587829875,0.169922653902,0.564722244881,0.153895209467,0.955413413812,0.272930671874,0.639601280722,0.166271580167,0.987735990292,0.284666083225,0.541379704953,0.145769039903,0.943395475617,0.267017028904,0.613609681841,0.157491897818,0.970587829875,0.280412870435,0.274748678723,0.152868351956,0.749913151248,0.074800069588,0.65710352594,0.396385829346,0.936585743182,0.0993799537746,0.267897396632,0.141850514843,0.736113670727,0.073728971184,0.639565519074,0.381936680659,0.931533576703,0.0942744592176
PrimClass_Elisabeth,0.243357144428,0.0652442572612,0.774050770263,0.189516360504,0.620524812041,0.0989533613821,0.983753846043,0.209854657685,0.231361710533,0.058928462608,0.773326246974,0.188482849636,0.593530925714,0.092201736351,0.981412526683,0.219313023145,0.398875541591,0.0652442572612,0.774050770263,0.264373227809,0.536786144613,0.0989533613821,0.983753846043,0.328831296866,0.373678724451,0.058928462608,0.773326246974,0.274414332733,0.500140151009,0.092201736351,0.981412526683,0.344509877311,0.180792272006,0.0888339067146,0.682524808795,0.0936325787599,0.654212781695,0.32402287414,0.968615671034,0.120834020059,0.174107739416,0.0860073641231,0.678919590376,0.0910014682413,0.631101927031,0.279948058517,0.963499269384,0.122916086368
Office_Cristina,0.420420249342,0.241429267452,0.626939785167,0.0670870748288,0.753457642513,0.52631580765,0.894810694387,0.0630267966277,0.393751532624,0.217391304348,0.595890382326,0.0666669797604,0.705739952102,0.473913047624,0.863636363636,0.0720831728727,0.445593925964,0.241429267452,0.626939785167,0.0752316239328,0.710311153639,0.52631580765,0.843373471826,0.0622454397563,0.415723202042,0.217391304348,0.595890382326,0.0744795609013,0.662470742255,0.473913047624,0.822580655087,0.0697845163783,0.410389359041,0.247422676133,0.589535748338,0.0608629941302,0.770650113175,0.575009234612,0.894810694387,0.0546357595965,0.384996537913,0.219512195594,0.585365853659,0.061275505962,0.722981323075,0.473988476747,0.863636363636,0.0655580516833
PrimClass_Jolie,0.279814883777,0.00375692683379,0.999999999959,0.250712583637,0.433498521558,0.0356908049215,1.0,0.305256715736,0.252552716273,0.00302343159481,0.880503144654,0.229365224894,0.393687463271,0.0204778163798,1.0,0.282184450092,0.561047365939,0.0392734405249,0.999999999959,0.151311398724,0.768498722797,0.0485142500609,1.0,0.124971315329,0.523694304944,0.0380952373327,0.880503144654,0.151182256997,0.719119867906,0.0400000000005,1.0,0.136188844734,0.167752898548,0.00375692683379,0.999999999927,0.186243523893,0.300011851332,0.0356908049215,1.0,0.247971743811,0.14451162347,0.00302343159481,0.799999984,0.153206948713,0.264013248398,0.0204778163798,1.0,0.211870451904
PrimClass_Jaylin,0.334388910903,0.0564600856196,0.999999999965,0.262488411884,0.455807990132,0.10379061164,1.0,0.325170318526,0.304209511237,0.0136986301365,0.833333305556,0.248222502392,0.416695864097,0.0136986301365,0.916666652778,0.313462108454,0.608585639705,0.378548914608,0.999999999965,0.124602766789,0.806322696633,0.542168683335,1.0,0.083295366878,0.565379930633,0.0555555547826,0.833333305556,0.131142319169,0.751450433573,0.0555555547846,0.916666652778,0.116572289297,0.225130444253,0.0564600856196,0.999999999806,0.219665071958,0.316139294821,0.10379061164,1.0,0.276685510635,0.200141604658,0.0136986301365,0.727272732232,0.203202412507,0.283307070129,0.0136986301365,0.899999983,0.263615752732
Office_Jesus,0.541463187426,0.208469062324,0.99999999998,0.134195844813,0.668592924058,0.437636761488,0.99999999998,0.100457157877,0.491579114898,0.0136986301365,0.856345885635,0.133357267047,0.609017819221,0.0136986301365,0.931818181818,0.11707118954,0.679408504849,0.293750458985,0.99999999998,0.106371919672,0.756857871926,0.451977416196,0.99999999998,0.0824839015026,0.620035246788,0.0241935491835,0.856345885635,0.126632716103,0.692319005392,0.0241935491835,0.931818181818,0.121348618633,0.486496470905,0.208469062324,0.999999999736,0.100423777188,0.633422216861,0.437636761488,0.999999999736,0.084113079833,0.440393529777,0.0136986301365,0.638888888889,0.0965128557115,0.575825009405,0.0136986301365,0.77027027027,0.0973279772783
PrimClass_Esmeralda,0.567982955846,0.156103771368,0.956297781689,0.259269567977,0.666083958747,0.239244300146,0.988417082247,0.25190318614,0.559119648454,0.153332915525,0.953845400399,0.259188135212,0.655245767465,0.231819039231,0.988417082247,0.252465889869,0.851813771965,0.309962936296,0.956297781689,0.0898761068195,0.931678981928,0.35486837539,0.988417082247,0.082401080834,0.844274467784,0.301406688863,0.953845400399,0.0931252621885,0.923344844171,0.345072553792,0.988417082247,0.086104577654,0.453798144763,0.156103771368,0.943349766106,0.213340833244,0.559235386204,0.239244300146,0.986302643313,0.215446652396,0.444402192401,0.153332915525,0.942643052732,0.211637841639,0.547389817066,0.231819039231,0.986301519201,0.214030937367
