building_name,BG_stlreminder_jan_mean,BG_stlreminder_feb_mean,BG_stlreminder_mar_mean,BG_stlreminder_apr_mean,BG_stlreminder_may_mean,BG_stlreminder_jun_mean,BG_stlreminder_jul_mean,BG_stlreminder_aug_mean,BG_stlreminder_sep_mean,BG_stlreminder_oct_mean,BG_stlreminder_nov_mean,BG_stlreminder_dec_mean,BG_stltrend_jan_mean,BG_stltrend_feb_mean,BG_stltrend_mar_mean,BG_stltrend_apr_mean,BG_stltrend_may_mean,BG_stltrend_jun_mean,BG_stltrend_jul_mean,BG_stltrend_aug_mean,BG_stltrend_sep_mean,BG_stltrend_oct_mean,BG_stltrend_nov_mean,BG_stltrend_dec_mean,BG_stlweeklypattern_mon_mean,BG_stlweeklypattern_tue_mean,BG_stlweeklypattern_wed_mean,BG_stlweeklypattern_thur_mean,BG_stlweeklypattern_fri_mean,BG_stlweeklypattern_sat_mean,BG_stlweeklypattern_sun_mean
PrimClass_Everett,-0.0122449495421,-0.0114135401019,0.0046638230482,-0.00760135696897,0.00111535735632,-0.00693921252446,0.00852616037433,-0.0133817162976,-0.0315542898546,-0.0362221394321,-0.0246181287163,0.0111575514699,0.536513062887,0.509075213394,0.327444513899,0.344663424999,0.562031019294,0.771457983159,0.753338696017,0.644480931352,0.725645143043,0.53161691022,0.363467570355,0.286621805428,0.946174482081,0.983458896613,0.963589945364,1.0,0.921511839986,0.0547838868885,0.0
UnivClass_Clifford,-0.00341644307599,0.000136813565901,-0.00362824251304,-0.000535976923699,-0.0034358033481,0.00256121580792,-0.00293167488048,0.00182136330382,-0.00223729775886,-0.00100932196671,-0.0123970688396,0.00109624161524,0.70907034463,0.848148502501,0.892883875593,0.885250645239,0.659863346166,0.633310714221,0.510795175896,0.523630068829,0.60985855936,0.633954379616,0.612157149531,0.397366904068,0.959013429395,1.0,0.995247601351,0.944872383826,0.927246824375,0.0,0.0252691419176
Office_Elizabeth,-0.00246326674783,-0.00815320907487,0.00100533387138,0.0132500721672,-0.0155482632885,0.0138379577779,-0.0131228346193,-0.0459576581466,-0.0673598334028,0.0168175549136,-0.029989488231,-0.0287513865144,0.256266764786,0.270611980482,0.263553202146,0.239250058291,0.280535916219,0.192958527274,0.30803693376,0.799974403524,0.719460995517,0.35472026655,0.36062517139,0.127758110037,1.0,0.967385256804,0.960466641906,0.946918762182,0.935254256434,0.323876052762,0.0
Office_Ellie,-0.00981670827474,-0.0568433751871,0.0247701267355,-0.00028204140154,-0.00792149027391,0.00250047121357,-0.00956579044329,-0.00503969387426,-0.0114422041309,0.00116168739846,-0.00143350881066,-0.00373365354056,0.796622161239,0.897887256393,0.365301960208,0.128063417977,0.158285616693,0.120887836938,0.251160889997,0.419163598757,0.182272776715,0.0679759912951,0.25184840496,0.551921773146,1.0,0.976793716731,0.97364459181,0.972514119936,0.929162242023,0.261180619158,0.0
PrimClass_Elisabeth,-0.00527107779834,-0.00509982400442,0.000912006285372,0.0119184342975,-0.0154065514254,0.0136259007849,-0.0128233298839,-0.0264025920165,-0.063072212418,0.0140305490401,-0.0309089765179,-0.0295117809022,0.288561063846,0.292819588263,0.289681228495,0.264789815901,0.307901584359,0.209571062646,0.33860032083,0.815230024633,0.777825158249,0.395249910753,0.40162201668,0.135770622004,1.0,0.991415076883,0.985508262833,0.972595339123,0.956224213091,0.350523093886,0.0
Office_Cristina,0.00350898345688,0.0021500502287,0.000529809118109,0.000487401769588,-0.00688993555611,-0.000253244804862,-0.0085357601895,0.00419438401384,-0.010110959809,0.00784847355592,-0.0257507702599,0.00350021850074,0.839288160691,0.935732973582,0.679269407503,0.593887733407,0.329307449202,0.238734134722,0.254271176522,0.304683870479,0.332050116684,0.509219308086,0.603048717941,0.47684332761,0.999214121471,0.989527085523,0.995347925271,1.0,0.944533906032,0.0,0.00360126004365
PrimClass_Jolie,-0.016398714361,-0.0194604971369,0.00405416908588,0.0505457076174,-0.0320190122326,0.0010737321334,0.0578229309624,0.169659169947,0.00678621874283,0.0197465679355,-0.00572825194812,-0.00832875504819,0.922762083531,0.817916862307,0.882078606135,0.577149552585,0.717286519067,0.744023945169,0.471019264895,0.0485922752918,0.813786921249,0.672733539483,0.895194504147,0.76081752262,0.958514935467,1.0,0.961540667754,0.968540951277,0.886591228875,0.0,0.0641876687676
PrimClass_Jaylin,0.0139289059412,0.0195789254861,-0.0118694752283,0.00225208145692,-0.0263729352086,-0.0160965630394,0.00425751807549,0.145011088164,-0.00308172263906,-0.0792327027497,-0.0362944405003,-0.00431618032175,0.860782398236,0.775987867877,0.853537307061,0.660188720225,0.738862765626,0.826139435354,0.606726362794,0.0687127168384,0.855817216481,0.817905403133,0.874241853132,0.705860574909,0.978036237123,1.0,0.986239748739,0.976747844358,0.896531128195,0.0,0.0149847693554
Office_Jesus,-0.000248492199369,0.0139237690072,-0.0117038894406,0.00377368420103,-0.00441155041154,0.00813769568542,0.000483674648999,-0.000194860603574,-0.00806585975302,-0.00902213883858,-0.0105398321222,-0.0335004997943,0.200881359425,0.136251708888,0.29058326321,0.241117817129,0.390196242851,0.21730467157,0.737271837884,0.991630572545,0.665171545045,0.342439787974,0.0205623456813,0.209509239318,0.915204975785,0.964704637904,0.99691231643,1.0,0.99197916092,0.00667325987023,0.0
PrimClass_Esmeralda,-0.0076438568933,-0.00514326599893,0.00567376235791,0.00396641217929,-0.00913771869158,-0.00108929589598,0.0243440379249,0.00724240140878,-0.013664522621,-0.0128735285703,-0.015232601641,0.00682189127359,0.273141096737,0.252136628851,0.222292823989,0.177053186355,0.709718775468,0.727273426345,0.951402697787,0.843625135072,0.67953225776,0.507902070858,0.495580299343,0.377989707592,0.916233069771,0.931497735158,0.982472560067,1.0,0.968746588445,0.0126961739193,0.0
PrimClass_Eoghan,-0.00769431826356,-0.00502044539248,0.00584830150273,0.00404347544492,-0.00933687987875,-0.000987642292527,0.0249159608795,0.00688096293104,-0.0128530772356,-0.0129543290098,-0.0151866418184,0.0068063594508,0.273708313662,0.252560923848,0.222527551085,0.177443562488,0.710504809532,0.727641704471,0.951120430501,0.844615991806,0.67893129503,0.508483336108,0.495992970167,0.378488416632,0.916463305342,0.931338056182,0.982641001489,1.0,0.968397667252,0.0139561423276,0.0
