timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCDT,TimeCST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2014-11-01 00:15:00,Clear,2014-11-01 05:15:00<br />,2.0,,-,62.0,,1024.9,9.0,12:15 AM,,16.1,North,18.5,360,2014-11-01 00:15:00
2014-11-01 00:35:00,Clear,2014-11-01 05:35:00<br />,2.0,,29.6,62.0,,1025.3,9.0,12:35 AM,,16.1,North,14.8,360,2014-11-01 00:35:00
2014-11-01 00:55:00,Clear,2014-11-01 05:55:00<br />,-1.0,,29.6,53.0,,1025.3,8.0,12:55 AM,,16.1,North,20.4,10,2014-11-01 00:55:00
2014-11-01 01:15:00,Clear,2014-11-01 06:15:00<br />,-5.0,,27.8,40.0,,1025.3,8.0,1:15 AM,,16.1,North,20.4,360,2014-11-01 01:15:00
2014-11-01 01:35:00,Clear,2014-11-01 06:35:00<br />,-6.0,,-,39.0,,1025.6,7.0,1:35 AM,,16.1,North,13.0,360,2014-11-01 01:35:00
2014-11-01 01:55:00,Clear,2014-11-01 06:55:00<br />,-6.0,,-,42.0,,1025.6,6.0,1:55 AM,,16.1,North,7.4,10,2014-11-01 01:55:00
2014-11-01 02:15:00,Clear,2014-11-01 07:15:00<br />,-5.0,,-,46.0,,1025.6,6.0,2:15 AM,,16.1,NNE,11.1,20,2014-11-01 02:15:00
2014-11-01 02:35:00,Clear,2014-11-01 07:35:00<br />,-5.0,,-,49.0,,1025.6,5.0,2:35 AM,,16.1,NNE,5.6,20,2014-11-01 02:35:00
2014-11-01 02:55:00,Clear,2014-11-01 07:55:00<br />,-5.0,,-,52.0,,1025.6,4.0,2:55 AM,,16.1,NNE,7.4,20,2014-11-01 02:55:00
2014-11-01 03:35:00,Clear,2014-11-01 08:35:00<br />,-4.0,,-,60.0,,1026.0,3.0,3:35 AM,,16.1,Calm,Calm,0,2014-11-01 03:35:00
2014-11-01 03:55:00,Clear,2014-11-01 08:55:00<br />,-3.0,,-,70.0,,1026.0,2.0,3:55 AM,,16.1,Calm,Calm,0,2014-11-01 03:55:00
2014-11-01 04:15:00,Clear,2014-11-01 09:15:00<br />,-3.0,,-,70.0,,1026.3,2.0,4:15 AM,,16.1,Calm,Calm,0,2014-11-01 04:15:00
2014-11-01 04:35:00,Clear,2014-11-01 09:35:00<br />,-3.0,,-,70.0,,1026.3,2.0,4:35 AM,,16.1,Calm,Calm,0,2014-11-01 04:35:00
