timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCDT,TimeCST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:53:00,Overcast,2012-01-01 06:53:00<br />,1.7,,38.9,45.0,,1013.1,13.3,,12:53 AM,16.1,South,25.9,190,2012-01-01 00:53:00
2012-01-01 01:53:00,Mostly Cloudy,2012-01-01 07:53:00<br />,2.8,,-,51.0,,1012.9,12.8,,1:53 AM,16.1,SSW,20.4,200,2012-01-01 01:53:00
2012-01-01 03:53:00,Partly Cloudy,2012-01-01 09:53:00<br />,5.6,,33.3,60.0,,1011.5,13.3,,3:53 AM,16.1,South,20.4,190,2012-01-01 03:53:00
2012-01-01 04:53:00,Overcast,2012-01-01 10:53:00<br />,6.7,,-,64.0,,1011.5,13.3,,4:53 AM,16.1,South,18.5,180,2012-01-01 04:53:00
2012-01-01 05:53:00,Overcast,2012-01-01 11:53:00<br />,7.8,,-,67.0,,1011.7,13.9,,5:53 AM,16.1,SSW,18.5,200,2012-01-01 05:53:00
2012-01-01 06:53:00,Mostly Cloudy,2012-01-01 12:53:00<br />,9.4,,-,72.0,,1012.4,14.4,,6:53 AM,16.1,SW,14.8,230,2012-01-01 06:53:00
2012-01-01 07:53:00,Partly Cloudy,2012-01-01 13:53:00<br />,3.9,,63.0,48.0,,1014.5,15.0,,7:53 AM,16.1,West,35.2,270,2012-01-01 07:53:00
2012-01-01 08:53:00,Clear,2012-01-01 14:53:00<br />,2.8,,57.4,49.0,,1016.6,13.3,,8:53 AM,16.1,West,27.8,270,2012-01-01 08:53:00
2012-01-01 09:53:00,Overcast,2012-01-01 15:53:00<br />,2.2,,44.4,56.0,,1018.4,10.6,,9:53 AM,16.1,NW,25.9,320,2012-01-01 09:53:00
2012-01-01 10:53:00,Partly Cloudy,2012-01-01 16:53:00<br />,1.1,,38.9,50.0,,1019.5,11.1,,10:53 AM,16.1,WNW,24.1,290,2012-01-01 10:53:00
2012-01-01 11:53:00,Overcast,2012-01-01 17:53:00<br />,0.6,,38.9,49.0,,1019.9,11.1,,11:53 AM,16.1,WNW,24.1,290,2012-01-01 11:53:00
2012-01-01 12:53:00,Mostly Cloudy,2012-01-01 18:53:00<br />,0.0,,38.9,50.0,,1020.4,10.0,,12:53 PM,16.1,WNW,25.9,290,2012-01-01 12:53:00
2012-01-01 13:53:00,Partly Cloudy,2012-01-01 19:53:00<br />,0.0,,38.9,47.0,,1020.6,11.1,,1:53 PM,16.1,NW,18.5,310,2012-01-01 13:53:00
2012-01-01 14:53:00,Clear,2012-01-01 20:53:00<br />,-2.2,,40.7,40.0,,1021.2,11.1,,2:53 PM,16.1,WNW,22.2,290,2012-01-01 14:53:00
2012-01-01 15:53:00,Clear,2012-01-01 21:53:00<br />,-2.8,,31.5,38.0,,1022.4,11.1,,3:53 PM,16.1,NW,20.4,320,2012-01-01 15:53:00
2012-01-01 16:53:00,Clear,2012-01-01 22:53:00<br />,-5.6,,-,36.0,,1023.3,8.9,,4:53 PM,16.1,NW,14.8,320,2012-01-01 16:53:00
