timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:53:00,Clear,2012-01-01 05:53:00<br />,3.3,,-,79.0,,1016.5,6.7,,12:53 AM,16.1,WNW,7.4,300,2012-01-01 00:53:00
2012-01-01 01:53:00,Clear,2012-01-01 06:53:00<br />,2.8,,-,80.0,,1017.3,6.1,,1:53 AM,16.1,NNW,5.6,330,2012-01-01 01:53:00
2012-01-01 02:53:00,Clear,2012-01-01 07:53:00<br />,2.8,,-,86.0,,1017.6,5.0,,2:53 AM,16.1,NW,7.4,310,2012-01-01 02:53:00
2012-01-01 03:53:00,Clear,2012-01-01 08:53:00<br />,3.3,,-,89.0,,1017.5,5.0,,3:53 AM,16.1,Calm,Calm,0,2012-01-01 03:53:00
2012-01-01 04:53:00,Clear,2012-01-01 09:53:00<br />,1.1,,-,96.0,,1017.3,1.7,,4:53 AM,14.5,Calm,Calm,0,2012-01-01 04:53:00
2012-01-01 05:53:00,Clear,2012-01-01 10:53:00<br />,1.1,,-,93.0,,1018.5,2.2,,5:53 AM,12.9,West,7.4,260,2012-01-01 05:53:00
2012-01-01 06:53:00,Clear,2012-01-01 11:53:00<br />,1.7,,-,93.0,,1019.3,2.8,,6:53 AM,14.5,West,7.4,260,2012-01-01 06:53:00
2012-01-01 07:53:00,Clear,2012-01-01 12:53:00<br />,0.6,,-,96.0,,1019.3,1.1,,7:53 AM,8.0,Calm,Calm,0,2012-01-01 07:53:00
2012-01-01 08:53:00,Clear,2012-01-01 13:53:00<br />,3.3,,-,93.0,,1019.8,4.4,,8:53 AM,9.7,Calm,Calm,0,2012-01-01 08:53:00
2012-01-01 09:53:00,Clear,2012-01-01 14:53:00<br />,4.4,,-,79.0,,1019.5,7.8,,9:53 AM,14.5,Calm,Calm,0,2012-01-01 09:53:00
2012-01-01 10:53:00,Clear,2012-01-01 15:53:00<br />,4.4,,-,68.0,,1018.1,10.0,,10:53 AM,16.1,SSE,9.3,160,2012-01-01 10:53:00
2012-01-01 11:53:00,Clear,2012-01-01 16:53:00<br />,4.4,,-,68.0,,1016.6,10.0,,11:53 AM,16.1,South,16.7,180,2012-01-01 11:53:00
2012-01-01 12:53:00,Clear,2012-01-01 17:53:00<br />,3.9,,-,66.0,,1015.4,10.0,,12:53 PM,16.1,SSW,18.5,210,2012-01-01 12:53:00
2012-01-01 13:53:00,Clear,2012-01-01 18:53:00<br />,4.4,,37.0,74.0,,1014.0,8.9,,1:53 PM,16.1,South,25.9,180,2012-01-01 13:53:00
2012-01-01 14:53:00,Clear,2012-01-01 19:53:00<br />,4.4,,40.7,74.0,,1012.7,8.9,,2:53 PM,16.1,South,22.2,190,2012-01-01 14:53:00
2012-01-01 15:53:00,Clear,2012-01-01 20:53:00<br />,5.0,,-,76.0,,1012.4,9.0,,3:53 PM,16.1,South,25.9,190,2012-01-01 15:53:00
2012-01-01 16:53:00,Clear,2012-01-01 21:53:00<br />,6.0,,-,87.0,,1011.4,8.0,,4:53 PM,16.1,South,20.4,180,2012-01-01 16:53:00
2012-01-01 17:53:00,Clear,2012-01-01 22:53:00<br />,6.7,,-,90.0,,1010.1,8.3,,5:53 PM,16.1,South,22.2,170,2012-01-01 17:53:00
2012-01-01 18:53:00,Overcast,2012-01-01 23:53:00<br />,7.2,,-,86.0,,1009.6,9.4,,6:53 PM,16.1,South,20.4,190,2012-01-01 18:53:00
2012-01-01 19:53:00,Light Rain,2012-01-02 00:53:00<br />,7.8,Rain,-,86.0,0.0,1008.4,10.0,,7:53 PM,14.5,South,20.4,190,2012-01-01 19:53:00
2012-01-01 20:53:00,Rain,2012-01-02 01:53:00<br />,8.3,Rain,-,89.0,0.06,1008.5,10.0,,8:53 PM,4.8,SSW,16.7,210,2012-01-01 20:53:00
2012-01-01 21:53:00,Overcast,2012-01-02 02:53:00<br />,8.0,,-,87.0,,1006.3,10.0,,9:53 PM,14.5,SSW,20.4,210,2012-01-01 21:53:00
2012-01-01 22:53:00,Light Rain,2012-01-02 03:53:00<br />,8.3,Rain,37.0,86.0,0.0,1005.4,10.6,,10:53 PM,16.1,SW,22.2,230,2012-01-01 22:53:00
2012-01-01 23:53:00,Scattered Clouds,2012-01-02 04:53:00<br />,7.2,,-,86.0,0.0,1005.0,9.4,,11:53 PM,16.1,West,14.8,260,2012-01-01 23:53:00
2012-01-02 00:53:00,Mostly Cloudy,2012-01-02 05:53:00<br />,6.1,,-,83.0,,1004.7,8.9,,12:53 AM,16.1,West,16.7,260,2012-01-02 00:53:00
2012-01-02 01:53:00,Overcast,2012-01-02 06:53:00<br />,3.3,,38.9,68.0,,1004.9,8.9,,1:53 AM,16.1,West,27.8,280,2012-01-02 01:53:00
2012-01-02 02:53:00,Clear,2012-01-02 07:53:00<br />,-2.2,,38.9,52.0,,1005.5,7.2,,2:53 AM,16.1,WNW,22.2,290,2012-01-02 02:53:00
2012-01-02 03:53:00,Clear,2012-01-02 08:53:00<br />,-3.9,,40.7,49.0,,1005.4,6.1,,3:53 AM,16.1,WNW,27.8,290,2012-01-02 03:53:00
2012-01-02 04:53:00,Clear,2012-01-02 09:53:00<br />,-4.4,,35.2,49.0,,1005.3,5.6,,4:53 AM,16.1,WNW,24.1,290,2012-01-02 04:53:00
2012-01-02 05:53:00,Clear,2012-01-02 10:53:00<br />,-5.0,,-,51.0,,1005.8,4.4,,5:53 AM,16.1,West,20.4,270,2012-01-02 05:53:00
2012-01-02 06:53:00,Clear,2012-01-02 11:53:00<br />,-8.3,,57.4,43.0,,1006.5,3.3,,6:53 AM,16.1,West,33.3,280,2012-01-02 06:53:00
2012-01-02 07:53:00,Clear,2012-01-02 12:53:00<br />,-7.8,,40.7,46.0,,1007.2,2.8,,7:53 AM,16.1,WNW,27.8,290,2012-01-02 07:53:00
2012-01-02 08:53:00,Clear,2012-01-02 13:53:00<br />,-9.4,,51.9,41.0,,1007.8,2.8,,8:53 AM,16.1,West,35.2,280,2012-01-02 08:53:00
2012-01-02 09:53:00,Clear,2012-01-02 14:53:00<br />,-9.0,,42.6,41.0,,1008.0,3.0,,9:53 AM,16.1,West,20.4,280,2012-01-02 09:53:00
2012-01-02 10:53:00,Clear,2012-01-02 15:53:00<br />,-8.3,,42.6,41.0,,1007.5,3.9,,10:53 AM,16.1,WNW,29.6,290,2012-01-02 10:53:00
2012-01-02 11:53:00,Partly Cloudy,2012-01-02 16:53:00<br />,-8.3,,48.2,40.0,,1006.9,4.4,,11:53 AM,16.1,West,33.3,280,2012-01-02 11:53:00
2012-01-02 12:53:00,Scattered Clouds,2012-01-02 17:53:00<br />,-8.3,,42.6,40.0,,1006.5,4.4,,12:53 PM,16.1,West,29.6,280,2012-01-02 12:53:00
2012-01-02 13:53:00,Partly Cloudy,2012-01-02 18:53:00<br />,-8.3,,37.0,38.0,,1006.2,5.0,,1:53 PM,16.1,West,25.9,280,2012-01-02 13:53:00
2012-01-02 14:53:00,Scattered Clouds,2012-01-02 19:53:00<br />,-8.9,,40.7,39.0,,1006.2,3.9,,2:53 PM,16.1,WNW,20.4,290,2012-01-02 14:53:00
2012-01-02 15:53:00,Mostly Cloudy,2012-01-02 20:53:00<br />,-9.4,,35.2,38.0,,1007.0,3.9,,3:53 PM,16.1,West,24.1,280,2012-01-02 15:53:00
