timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCDT,TimeCST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2010-01-01 00:10:00,Clear,2010-01-01 06:10:00<br />,-18.8,,-,88.0,,1029.0,-17.2,,12:10 AM,11.3,Calm,Calm,0,2010-01-01 00:10:00
2010-01-01 00:30:00,Clear,2010-01-01 06:30:00<br />,-18.5,,-,88.0,,1029.0,-17.0,,12:30 AM,11.3,Calm,Calm,0,2010-01-01 00:30:00
2010-01-01 00:50:00,Clear,2010-01-01 06:50:00<br />,-18.3,,-,88.0,,1029.0,-16.7,,12:50 AM,11.3,Calm,Calm,0,2010-01-01 00:50:00
2010-01-01 01:10:00,Clear,2010-01-01 07:10:00<br />,-19.6,,-,86.0,,1029.0,-17.8,,1:10 AM,11.3,Calm,Calm,0,2010-01-01 01:10:00
2010-01-01 01:30:00,Clear,2010-01-01 07:30:00<br />,-19.4,,-,88.0,,1028.7,-17.8,,1:30 AM,11.3,Calm,Calm,0,2010-01-01 01:30:00
2010-01-01 01:50:00,Clear,2010-01-01 07:50:00<br />,-19.9,,-,86.0,,1028.7,-18.1,,1:50 AM,16.1,Calm,Calm,0,2010-01-01 01:50:00
2010-01-01 02:10:00,Clear,2010-01-01 08:10:00<br />,-19.1,,-,88.0,,1029.0,-17.5,,2:10 AM,16.1,Calm,Calm,0,2010-01-01 02:10:00
2010-01-01 02:30:00,Clear,2010-01-01 08:30:00<br />,-19.1,,-,87.0,,1029.0,-17.4,,2:30 AM,11.3,Calm,Calm,0,2010-01-01 02:30:00
2010-01-01 02:50:00,Clear,2010-01-01 08:50:00<br />,-19.0,,-,86.0,,1029.0,-17.2,,2:50 AM,11.3,Calm,Calm,0,2010-01-01 02:50:00
2010-01-01 03:10:00,Clear,2010-01-01 09:10:00<br />,-19.0,,-,86.0,,1029.3,-17.2,,3:10 AM,11.3,Calm,Calm,0,2010-01-01 03:10:00
2010-01-01 03:30:00,Scattered Clouds,2010-01-01 09:30:00<br />,-19.0,,-,86.0,,1030.0,-17.2,,3:30 AM,11.3,Calm,Calm,0,2010-01-01 03:30:00
2010-01-01 03:50:00,Clear,2010-01-01 09:50:00<br />,-18.7,,-,87.0,,1029.7,-17.0,,3:50 AM,11.3,Calm,Calm,0,2010-01-01 03:50:00
2010-01-01 04:10:00,Scattered Clouds,2010-01-01 10:10:00<br />,-18.5,,-,86.0,,1029.7,-16.7,,4:10 AM,11.3,Calm,Calm,0,2010-01-01 04:10:00
2010-01-01 04:30:00,Overcast,2010-01-01 10:30:00<br />,-18.0,,-,87.0,,1029.7,-16.3,,4:30 AM,11.3,Calm,Calm,0,2010-01-01 04:30:00
2010-01-01 04:50:00,Overcast,2010-01-01 10:50:00<br />,-17.6,,-,88.0,,1029.7,-16.0,,4:50 AM,11.3,Calm,Calm,0,2010-01-01 04:50:00
2010-01-01 05:10:00,Overcast,2010-01-01 11:10:00<br />,-17.0,,-,89.0,,1029.7,-15.5,,5:10 AM,11.3,Calm,Calm,0,2010-01-01 05:10:00
2010-01-01 05:30:00,Overcast,2010-01-01 11:30:00<br />,-16.7,,-,88.0,,1029.3,-15.1,,5:30 AM,11.3,Calm,Calm,0,2010-01-01 05:30:00
2010-01-01 05:50:00,Overcast,2010-01-01 11:50:00<br />,-16.6,,-,88.0,,1029.7,-15.0,,5:50 AM,11.3,Calm,Calm,0,2010-01-01 05:50:00
2010-01-01 06:10:00,Overcast,2010-01-01 12:10:00<br />,-16.1,,-,88.0,,1029.7,-14.5,,6:10 AM,11.3,Calm,Calm,0,2010-01-01 06:10:00
2010-01-01 06:30:00,Overcast,2010-01-01 12:30:00<br />,-15.5,,-,89.0,,1029.7,-14.0,,6:30 AM,11.3,Calm,Calm,0,2010-01-01 06:30:00
2010-01-01 06:50:00,Overcast,2010-01-01 12:50:00<br />,-15.0,,-,89.0,,1029.7,-13.5,,6:50 AM,11.3,Calm,Calm,0,2010-01-01 06:50:00
2010-01-01 07:10:00,Overcast,2010-01-01 13:10:00<br />,-14.3,,-,90.0,,1030.4,-13.0,,7:10 AM,11.3,Calm,Calm,0,2010-01-01 07:10:00
2010-01-01 07:30:00,Overcast,2010-01-01 13:30:00<br />,-14.0,,-,89.0,,1030.0,-12.6,,7:30 AM,11.3,Calm,Calm,0,2010-01-01 07:30:00
2010-01-01 07:50:00,Overcast,2010-01-01 13:50:00<br />,-13.7,,-,90.0,,1030.4,-12.3,,7:50 AM,11.3,Calm,Calm,0,2010-01-01 07:50:00
2010-01-01 08:10:00,Overcast,2010-01-01 14:10:00<br />,-13.0,,-,90.0,,1030.4,-11.6,,8:10 AM,8.0,ENE,7.4,60,2010-01-01 08:10:00
2010-01-01 08:30:00,Overcast,2010-01-01 14:30:00<br />,-13.0,,-,90.0,,1030.4,-11.6,,8:30 AM,8.0,ENE,9.3,70,2010-01-01 08:30:00
2010-01-01 08:50:00,Light Snow,2010-01-01 14:50:00<br />,-13.0,Snow,-,90.0,,1031.0,-11.6,,8:50 AM,6.4,East,7.4,80,2010-01-01 08:50:00
2010-01-01 09:10:00,Overcast,2010-01-01 15:10:00<br />,-13.3,,-,87.0,,1031.0,-11.5,,9:10 AM,8.0,East,11.1,80,2010-01-01 09:10:00
2010-01-01 09:30:00,Overcast,2010-01-01 15:30:00<br />,-13.0,,-,86.0,,1031.7,-11.1,,9:30 AM,8.0,ENE,7.4,60,2010-01-01 09:30:00
2010-01-01 09:50:00,Overcast,2010-01-01 15:50:00<br />,-13.2,,-,84.0,,1032.1,-11.0,,9:50 AM,11.3,NE,9.3,40,2010-01-01 09:50:00
2010-01-01 10:10:00,Haze,2010-01-01 16:10:00<br />,-13.1,,-,82.0,,1032.4,-10.6,,10:10 AM,8.0,NE,9.3,40,2010-01-01 10:10:00
2010-01-01 10:30:00,Light Snow,2010-01-01 16:30:00<br />,-13.1,Snow,-,82.0,,1033.4,-10.5,,10:30 AM,6.4,NNE,11.1,20,2010-01-01 10:30:00
2010-01-01 10:50:00,Light Snow,2010-01-01 16:50:00<br />,-13.1,Snow,-,80.0,,1033.4,-10.3,,10:50 AM,8.0,NNE,13.0,30,2010-01-01 10:50:00
2010-01-01 11:10:00,Light Snow,2010-01-01 17:10:00<br />,-13.3,Snow,-,79.0,,1033.4,-10.3,,11:10 AM,6.4,North,14.8,10,2010-01-01 11:10:00
2010-01-01 11:30:00,Light Snow,2010-01-01 17:30:00<br />,-13.6,Snow,-,77.0,,1033.1,-10.3,,11:30 AM,6.4,NNE,20.4,20,2010-01-01 11:30:00
2010-01-01 11:50:00,Light Snow,2010-01-01 17:50:00<br />,-13.1,Snow,-,80.0,,1033.1,-10.2,,11:50 AM,8.0,North,16.7,10,2010-01-01 11:50:00
2010-01-01 12:10:00,Light Snow,2010-01-01 18:10:00<br />,-13.5,Snow,-,77.0,,1033.1,-10.2,,12:10 PM,8.0,North,16.7,10,2010-01-01 12:10:00
2010-01-01 12:30:00,Light Snow,2010-01-01 18:30:00<br />,-13.5,Snow,-,77.0,,1032.7,-10.2,,12:30 PM,16.1,NNE,14.8,20,2010-01-01 12:30:00
2010-01-01 12:50:00,Light Snow,2010-01-01 18:50:00<br />,-13.5,Snow,-,77.0,,1032.4,-10.1,,12:50 PM,11.3,NNE,16.7,30,2010-01-01 12:50:00
2010-01-01 13:10:00,Light Snow,2010-01-01 19:10:00<br />,-13.7,Snow,27.8,75.0,,1032.4,-10.1,,1:10 PM,16.1,NNE,22.2,20,2010-01-01 13:10:00
2010-01-01 13:30:00,Scattered Clouds,2010-01-01 19:30:00<br />,-13.7,,-,75.0,,1032.4,-10.0,,1:30 PM,16.1,NNE,22.2,20,2010-01-01 13:30:00
2010-01-01 13:50:00,Scattered Clouds,2010-01-01 19:50:00<br />,-13.8,,-,74.0,,1032.7,-10.0,,1:50 PM,16.1,NNE,22.2,20,2010-01-01 13:50:00
2010-01-01 14:10:00,Light Snow,2010-01-01 20:10:00<br />,-13.9,Snow,27.8,76.0,,1032.7,-10.4,,2:10 PM,11.3,North,20.4,360,2010-01-01 14:10:00
2010-01-01 14:30:00,Scattered Clouds,2010-01-01 20:30:00<br />,-14.2,,-,74.0,,1032.4,-10.3,,2:30 PM,16.1,North,20.4,10,2010-01-01 14:30:00
2010-01-01 14:50:00,Clear,2010-01-01 20:50:00<br />,-14.6,,-,74.0,,1032.7,-10.8,,2:50 PM,16.1,North,18.5,10,2010-01-01 14:50:00
2010-01-01 15:10:00,Clear,2010-01-01 21:10:00<br />,-15.3,,-,72.0,,1032.7,-11.2,,3:10 PM,16.1,North,16.7,10,2010-01-01 15:10:00
2010-01-01 15:30:00,Clear,2010-01-01 21:30:00<br />,-15.1,,29.6,73.0,,1033.1,-11.1,,3:30 PM,16.1,North,18.5,10,2010-01-01 15:30:00
2010-01-01 15:50:00,Clear,2010-01-01 21:50:00<br />,-15.5,,33.3,71.0,,1033.4,-11.2,,3:50 PM,16.1,North,22.2,10,2010-01-01 15:50:00
2010-01-01 16:10:00,Clear,2010-01-01 22:10:00<br />,-15.6,,27.8,72.0,,1033.1,-11.5,,4:10 PM,16.1,NNE,16.7,20,2010-01-01 16:10:00
2010-01-01 16:50:00,Clear,2010-01-01 22:50:00<br />,-16.0,,-,73.0,,1033.4,-12.0,,4:50 PM,16.1,NNE,14.8,30,2010-01-01 16:50:00
2010-01-01 17:11:00,Clear,2010-01-01 23:11:00<br />,-16.0,,-,79.0,,1033.7,-13.0,,5:11 PM,16.1,NNE,9.3,30,2010-01-01 17:11:00
2010-01-01 17:31:00,Clear,2010-01-01 23:31:00<br />,-16.0,,-,79.0,,1033.4,-13.0,,5:31 PM,16.1,NNE,9.3,20,2010-01-01 17:31:00
2010-01-01 17:51:00,Clear,2010-01-01 23:51:00<br />,-17.0,,-,73.0,,1034.1,-13.0,,5:51 PM,16.1,North,9.3,10,2010-01-01 17:51:00
2010-01-01 18:10:00,Clear,2010-01-02 00:10:00<br />,-16.6,,-,79.0,,1034.4,-13.6,,6:10 PM,16.1,Calm,Calm,0,2010-01-01 18:10:00
2010-01-01 18:30:00,Scattered Clouds,2010-01-02 00:30:00<br />,-17.3,,-,80.0,,1035.1,-14.6,,6:30 PM,16.1,West,9.3,260,2010-01-01 18:30:00
2010-01-01 18:50:00,Clear,2010-01-02 00:50:00<br />,-17.5,,-,82.0,,1034.8,-15.0,,6:50 PM,16.1,NNW,7.4,330,2010-01-01 18:50:00
2010-01-01 19:10:00,Clear,2010-01-02 01:10:00<br />,-16.9,,-,82.0,,1034.4,-14.5,,7:10 PM,16.1,North,11.1,10,2010-01-01 19:10:00
2010-01-01 19:30:00,Clear,2010-01-02 01:30:00<br />,-17.3,,-,80.0,,1034.1,-14.5,,7:30 PM,16.1,NNE,14.8,20,2010-01-01 19:30:00
2010-01-01 19:50:00,Clear,2010-01-02 01:50:00<br />,-17.5,,-,80.0,,1034.8,-14.7,,7:50 PM,16.1,North,13.0,360,2010-01-01 19:50:00
2010-01-01 20:10:00,Clear,2010-01-02 02:10:00<br />,-18.0,,-,79.0,,1035.1,-15.1,,8:10 PM,16.1,North,7.4,360,2010-01-01 20:10:00
2010-01-01 20:30:00,Clear,2010-01-02 02:30:00<br />,-18.2,,-,80.0,,1035.4,-15.5,,8:30 PM,16.1,NNW,7.4,340,2010-01-01 20:30:00
