timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:03:00,Clear,2012-01-01 05:03:00<br />,4.0,,-,87.0,,1020.5,6.0,,12:03 AM,16.1,Calm,Calm,0,2012-01-01 00:03:00
2012-01-01 00:21:00,Clear,2012-01-01 05:21:00<br />,3.0,,-,87.0,,1020.5,5.0,,12:21 AM,16.1,SSW,7.4,200,2012-01-01 00:21:00
2012-01-01 00:42:00,Clear,2012-01-01 05:42:00<br />,3.0,,-,100.0,,1020.5,3.0,,12:42 AM,16.1,Calm,Calm,0,2012-01-01 00:42:00
2012-01-01 01:00:00,Clear,2012-01-01 06:00:00<br />,2.0,,-,100.0,,1021.2,2.0,,1:00 AM,16.1,West,5.6,270,2012-01-01 01:00:00
2012-01-01 01:21:00,Clear,2012-01-01 06:21:00<br />,3.0,,-,100.0,,1020.9,3.0,,1:21 AM,16.1,Calm,Calm,0,2012-01-01 01:21:00
2012-01-01 01:39:00,Clear,2012-01-01 06:39:00<br />,2.0,,-,100.0,,1021.2,2.0,,1:39 AM,16.1,SW,5.6,220,2012-01-01 01:39:00
2012-01-01 02:00:00,Clear,2012-01-01 07:00:00<br />,3.0,,-,100.0,,1021.6,3.0,,2:00 AM,16.1,Calm,Calm,0,2012-01-01 02:00:00
2012-01-01 02:18:00,Clear,2012-01-01 07:18:00<br />,4.0,,-,100.0,,1021.6,4.0,,2:18 AM,16.1,Calm,Calm,0,2012-01-01 02:18:00
2012-01-01 02:36:00,Clear,2012-01-01 07:36:00<br />,4.0,,-,93.0,,1021.6,5.0,,2:36 AM,16.1,NW,5.6,320,2012-01-01 02:36:00
2012-01-01 02:57:00,Clear,2012-01-01 07:57:00<br />,3.0,,-,87.0,,1021.6,5.0,,2:57 AM,16.1,Calm,Calm,0,2012-01-01 02:57:00
2012-01-01 03:15:00,Clear,2012-01-01 08:15:00<br />,2.0,,-,93.0,,1021.2,3.0,,3:15 AM,16.1,North,7.4,360,2012-01-01 03:15:00
2012-01-01 03:36:00,Clear,2012-01-01 08:36:00<br />,3.0,,-,100.0,,1021.2,3.0,,3:36 AM,16.1,Calm,Calm,0,2012-01-01 03:36:00
2012-01-01 03:54:00,Clear,2012-01-01 08:54:00<br />,2.0,,-,93.0,,1021.2,3.0,,3:54 AM,16.1,Calm,Calm,0,2012-01-01 03:54:00
2012-01-01 04:15:00,Clear,2012-01-01 09:15:00<br />,1.0,,-,100.0,,1021.2,1.0,,4:15 AM,16.1,Calm,Calm,0,2012-01-01 04:15:00
2012-01-01 04:33:00,Clear,2012-01-01 09:33:00<br />,2.0,,-,100.0,,1021.2,2.0,,4:33 AM,16.1,Calm,Calm,0,2012-01-01 04:33:00
2012-01-01 04:51:00,Clear,2012-01-01 09:51:00<br />,1.0,,-,100.0,,1021.2,1.0,,4:51 AM,16.1,Calm,Calm,0,2012-01-01 04:51:00
