timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:53:00,Overcast,2012-01-01 05:53:00<br />,1.7,,-,83.0,,1016.9,4.4,,12:53 AM,16.1,WNW,11.1,290,2012-01-01 00:53:00
2012-01-01 01:17:00,Overcast,2012-01-01 06:17:00<br />,2.0,,-,87.0,,1016.1,4.0,,1:17 AM,16.1,WNW,11.1,300,2012-01-01 01:17:00
2012-01-01 01:53:00,Overcast,2012-01-01 06:53:00<br />,1.7,,-,83.0,,1017.4,4.4,,1:53 AM,16.1,NW,11.1,310,2012-01-01 01:53:00
2012-01-01 02:15:00,Overcast,2012-01-01 07:15:00<br />,2.0,,-,87.0,,1016.5,4.0,,2:15 AM,16.1,WNW,5.6,300,2012-01-01 02:15:00
2012-01-01 02:37:00,Overcast,2012-01-01 07:37:00<br />,2.0,,-,87.0,,1016.5,4.0,,2:37 AM,16.1,NNW,9.3,330,2012-01-01 02:37:00
2012-01-01 02:53:00,Overcast,2012-01-01 07:53:00<br />,1.7,,-,86.0,,1017.7,3.9,,2:53 AM,16.1,NNW,7.4,340,2012-01-01 02:53:00
2012-01-01 03:34:00,Mostly Cloudy,2012-01-01 08:34:00<br />,1.0,,-,87.0,,1015.8,3.0,,3:34 AM,16.1,NW,9.3,310,2012-01-01 03:34:00
2012-01-01 03:53:00,Overcast,2012-01-01 08:53:00<br />,1.1,,-,86.0,,1017.1,3.3,,3:53 AM,16.1,Variable,7.4,0,2012-01-01 03:53:00
2012-01-01 04:53:00,Overcast,2012-01-01 09:53:00<br />,1.1,,-,86.0,,1017.6,3.3,,4:53 AM,16.1,Calm,Calm,0,2012-01-01 04:53:00
2012-01-01 05:26:00,Overcast,2012-01-01 10:26:00<br />,1.0,,-,87.0,,1016.5,3.0,,5:26 AM,16.1,WSW,5.6,240,2012-01-01 05:26:00
2012-01-01 05:53:00,Overcast,2012-01-01 10:53:00<br />,1.1,,-,89.0,,1018.0,2.8,,5:53 AM,9.7,West,7.4,260,2012-01-01 05:53:00
2012-01-01 06:31:00,Overcast,2012-01-01 11:31:00<br />,2.0,,-,93.0,,1016.8,3.0,,6:31 AM,14.5,West,5.6,260,2012-01-01 06:31:00
2012-01-01 06:53:00,Overcast,2012-01-01 11:53:00<br />,1.1,,-,89.0,,1018.2,2.8,,6:53 AM,16.1,WSW,5.6,250,2012-01-01 06:53:00
2012-01-01 07:53:00,Overcast,2012-01-01 12:53:00<br />,0.6,,-,86.0,,1018.5,2.8,,7:53 AM,16.1,SW,5.6,230,2012-01-01 07:53:00
2012-01-01 08:50:00,Scattered Clouds,2012-01-01 13:50:00<br />,1.0,,-,81.0,,1016.8,4.0,,8:50 AM,16.1,SW,11.1,220,2012-01-01 08:50:00
2012-01-01 08:53:00,Partly Cloudy,2012-01-01 13:53:00<br />,0.6,,-,79.0,,1018.3,3.9,,8:53 AM,16.1,SW,11.1,220,2012-01-01 08:53:00
2012-01-01 09:53:00,Clear,2012-01-01 14:53:00<br />,0.6,,-,70.0,,1017.3,5.6,,9:53 AM,16.1,South,18.5,180,2012-01-01 09:53:00
2012-01-01 10:53:00,Clear,2012-01-01 15:53:00<br />,0.6,,38.9,68.0,,1016.7,6.1,,10:53 AM,16.1,South,22.2,180,2012-01-01 10:53:00
2012-01-01 11:53:00,Partly Cloudy,2012-01-01 16:53:00<br />,1.1,,35.2,65.0,,1014.5,7.2,,11:53 AM,16.1,South,27.8,190,2012-01-01 11:53:00
2012-01-01 13:38:00,Mostly Cloudy,2012-01-01 18:38:00<br />,1.0,,40.7,66.0,,1010.7,7.0,,1:38 PM,16.1,South,24.1,180,2012-01-01 13:38:00
