timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimePDT,TimePST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:10:00,Mostly Cloudy,2012-01-01 08:10:00<br />,4.0,,-,87.0,,1018.5,6.0,,12:10 AM,3.2,Calm,Calm,0,2012-01-01 00:10:00
2012-01-01 00:20:00,Fog,2012-01-01 08:20:00<br />,6.0,Fog,-,100.0,,1018.5,6.0,,12:20 AM,0.8,SW,5.6,230,2012-01-01 00:20:00
2012-01-01 00:52:00,Fog,2012-01-01 08:52:00<br />,4.4,Fog,-,92.0,,1018.5,5.6,,12:52 AM,0.4,Calm,Calm,0,2012-01-01 00:52:00
2012-01-01 01:52:00,Fog,2012-01-01 09:52:00<br />,3.9,Fog,-,93.0,,1018.8,5.0,,1:52 AM,0.4,Calm,Calm,0,2012-01-01 01:52:00
2012-01-01 02:52:00,Fog,2012-01-01 10:52:00<br />,3.9,Fog,-,97.0,,1018.8,4.4,,2:52 AM,0.4,Calm,Calm,0,2012-01-01 02:52:00
2012-01-01 03:52:00,Fog,2012-01-01 11:52:00<br />,1.7,Fog,-,97.0,0.01,1018.8,2.2,,3:52 AM,0.8,Calm,Calm,0,2012-01-01 03:52:00
2012-01-01 03:57:00,Scattered Clouds,2012-01-01 11:57:00<br />,2.0,,-,93.0,,1018.8,3.0,,3:57 AM,2.0,Calm,Calm,0,2012-01-01 03:57:00
2012-01-01 04:08:00,Clear,2012-01-01 12:08:00<br />,2.0,,-,93.0,,1018.8,3.0,,4:08 AM,4.0,Calm,Calm,0,2012-01-01 04:08:00
2012-01-01 04:17:00,Clear,2012-01-01 12:17:00<br />,2.0,,-,93.0,,1018.8,3.0,,4:17 AM,4.8,Calm,Calm,0,2012-01-01 04:17:00
2012-01-01 04:52:00,Clear,2012-01-01 12:52:00<br />,2.2,,-,93.0,,1018.9,3.3,,4:52 AM,8.0,Calm,Calm,0,2012-01-01 04:52:00
2012-01-01 05:52:00,Clear,2012-01-01 13:52:00<br />,2.2,,-,93.0,,1019.5,3.3,,5:52 AM,9.7,Calm,Calm,0,2012-01-01 05:52:00
2012-01-01 06:47:00,Clear,2012-01-01 14:47:00<br />,1.0,,-,93.0,,1020.2,2.0,,6:47 AM,2.4,Calm,Calm,0,2012-01-01 06:47:00
2012-01-01 06:48:00,Clear,2012-01-01 14:48:00<br />,1.1,,-,93.0,,1020.3,2.2,,6:48 AM,1.6,Calm,Calm,0,2012-01-01 06:48:00
2012-01-01 06:55:00,Fog,2012-01-01 14:55:00<br />,1.0,Fog,-,93.0,,1020.2,2.0,,6:55 AM,0.4,Calm,Calm,0,2012-01-01 06:55:00
