timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCDT,TimeCST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 00:52:00,Mostly Cloudy,2012-01-01 06:52:00<br />,3.9,,-,51.0,,1012.3,13.9,,12:52 AM,16.1,South,24.1,190,2012-01-01 00:52:00
2012-01-01 01:52:00,Overcast,2012-01-01 07:52:00<br />,5.6,,37.0,56.0,,1012.0,14.4,,1:52 AM,16.1,SSW,22.2,200,2012-01-01 01:52:00
2012-01-01 02:52:00,Overcast,2012-01-01 08:52:00<br />,9.4,,44.4,67.0,,1011.5,15.6,,2:52 AM,16.1,SSW,20.4,210,2012-01-01 02:52:00
2012-01-01 03:52:00,Overcast,2012-01-01 09:52:00<br />,10.6,,35.2,72.0,,1011.4,15.6,,3:52 AM,16.1,SW,20.4,230,2012-01-01 03:52:00
2012-01-01 04:52:00,Mostly Cloudy,2012-01-01 10:52:00<br />,11.1,,33.3,75.0,,1011.4,15.6,,4:52 AM,16.1,SW,20.4,230,2012-01-01 04:52:00
2012-01-01 05:01:00,Overcast,2012-01-01 11:01:00<br />,11.0,,42.6,72.0,,1011.4,16.0,,5:01 AM,16.1,WSW,24.1,240,2012-01-01 05:01:00
2012-01-01 05:28:00,Mostly Cloudy,2012-01-01 11:28:00<br />,11.0,,35.2,72.0,,1011.7,16.0,,5:28 AM,16.1,WSW,16.7,240,2012-01-01 05:28:00
2012-01-01 05:52:00,Scattered Clouds,2012-01-01 11:52:00<br />,10.0,,38.9,72.0,,1012.3,15.0,,5:52 AM,16.1,West,27.8,260,2012-01-01 05:52:00
2012-01-01 06:52:00,Clear,2012-01-01 12:52:00<br />,3.9,,53.7,51.0,,1014.1,13.9,,6:52 AM,16.1,West,31.5,280,2012-01-01 06:52:00
2012-01-01 07:52:00,Clear,2012-01-01 13:52:00<br />,2.2,,44.4,52.0,,1016.5,11.7,,7:52 AM,16.1,WNW,31.5,290,2012-01-01 07:52:00
2012-01-01 08:52:00,Clear,2012-01-01 14:52:00<br />,1.1,,46.3,48.0,,1018.4,11.7,,8:52 AM,16.1,West,37.0,280,2012-01-01 08:52:00
2012-01-01 09:52:00,Scattered Clouds,2012-01-01 15:52:00<br />,1.1,,55.6,54.0,,1020.5,10.0,,9:52 AM,16.1,WNW,38.9,300,2012-01-01 09:52:00
2012-01-01 10:52:00,Scattered Clouds,2012-01-01 16:52:00<br />,1.1,,44.4,54.0,,1021.2,10.0,,10:52 AM,16.1,WNW,27.8,290,2012-01-01 10:52:00
2012-01-01 11:52:00,Clear,2012-01-01 17:52:00<br />,1.1,,42.6,52.0,,1020.9,10.6,,11:52 AM,16.1,NW,25.9,310,2012-01-01 11:52:00
2012-01-01 12:52:00,Partly Cloudy,2012-01-01 18:52:00<br />,0.6,,38.9,49.0,,1021.0,11.1,,12:52 PM,16.1,WNW,29.6,300,2012-01-01 12:52:00
2012-01-01 13:52:00,Partly Cloudy,2012-01-01 19:52:00<br />,-1.7,,48.2,41.0,,1021.6,11.1,,1:52 PM,16.1,NW,31.5,320,2012-01-01 13:52:00
2012-01-01 14:52:00,Clear,2012-01-01 20:52:00<br />,-1.7,,37.0,41.0,,1022.5,11.1,,2:52 PM,16.1,WNW,20.4,300,2012-01-01 14:52:00
2012-01-01 16:52:00,Clear,2012-01-01 22:52:00<br />,-3.9,,38.9,41.0,,1024.1,8.9,,4:52 PM,16.1,NW,24.1,310,2012-01-01 16:52:00
2012-01-01 17:52:00,Clear,2012-01-01 23:52:00<br />,-6.1,,-,37.0,,1024.9,7.8,,5:52 PM,16.1,WNW,18.5,300,2012-01-01 17:52:00
2012-01-01 18:52:00,Clear,2012-01-02 00:52:00<br />,-6.1,,-,42.0,,1025.7,6.1,,6:52 PM,16.1,NW,14.8,310,2012-01-01 18:52:00
2012-01-01 19:52:00,Partly Cloudy,2012-01-02 01:52:00<br />,-6.1,,-,43.0,,1026.3,5.6,,7:52 PM,16.1,NW,14.8,310,2012-01-01 19:52:00
2012-01-01 21:52:00,Clear,2012-01-02 03:52:00<br />,-8.3,,-,40.0,,1027.2,4.4,,9:52 PM,16.1,NW,27.8,320,2012-01-01 21:52:00
2012-01-01 22:52:00,Clear,2012-01-02 04:52:00<br />,-8.3,,-,43.0,,1027.1,3.3,,10:52 PM,16.1,NW,13.0,310,2012-01-01 22:52:00
2012-01-01 23:52:00,Clear,2012-01-02 05:52:00<br />,-9.4,,-,39.0,,1026.7,3.3,,11:52 PM,16.1,NW,20.4,310,2012-01-01 23:52:00
2012-01-02 00:52:00,Clear,2012-01-02 06:52:00<br />,-10.6,,-,37.0,,1026.4,2.8,,12:52 AM,16.1,WNW,16.7,300,2012-01-02 00:52:00
2012-01-02 01:52:00,Clear,2012-01-02 07:52:00<br />,-9.4,,-,46.0,,1026.2,1.1,,1:52 AM,16.1,NW,11.1,310,2012-01-02 01:52:00
2012-01-02 02:52:00,Clear,2012-01-02 08:52:00<br />,-9.4,,-,46.0,,1026.3,1.1,,2:52 AM,16.1,WNW,11.1,300,2012-01-02 02:52:00
2012-01-02 03:52:00,Clear,2012-01-02 09:52:00<br />,-9.4,,33.3,46.0,,1026.0,1.1,,3:52 AM,16.1,WNW,16.7,300,2012-01-02 03:52:00
2012-01-02 04:52:00,Clear,2012-01-02 10:52:00<br />,-8.9,,-,54.0,,1026.1,-0.6,,4:52 AM,16.1,WNW,13.0,290,2012-01-02 04:52:00
2012-01-02 05:52:00,Clear,2012-01-02 11:52:00<br />,-8.3,,-,59.0,,1025.8,-1.1,,5:52 AM,16.1,WNW,14.8,300,2012-01-02 05:52:00
2012-01-02 06:52:00,Clear,2012-01-02 12:52:00<br />,-7.8,,-,64.0,,1025.7,-1.7,,6:52 AM,16.1,WNW,9.3,290,2012-01-02 06:52:00
2012-01-02 07:52:00,Clear,2012-01-02 13:52:00<br />,-7.8,,29.6,59.0,,1026.0,-0.6,,7:52 AM,16.1,WNW,20.4,290,2012-01-02 07:52:00
2012-01-02 08:52:00,Clear,2012-01-02 14:52:00<br />,-9.4,,51.9,48.0,,1026.9,0.6,,8:52 AM,16.1,WNW,31.5,300,2012-01-02 08:52:00
2012-01-02 10:52:00,Mostly Cloudy,2012-01-02 16:52:00<br />,-10.0,,48.2,42.0,,1027.1,1.7,,10:52 AM,16.1,WNW,29.6,300,2012-01-02 10:52:00
2012-01-02 11:52:00,Overcast,2012-01-02 17:52:00<br />,-9.4,,44.4,48.0,,1026.6,0.6,,11:52 AM,16.1,NW,25.9,320,2012-01-02 11:52:00
2012-01-02 13:52:00,Mostly Cloudy,2012-01-02 19:52:00<br />,-11.7,,44.4,40.0,,1025.6,0.6,,1:52 PM,16.1,WNW,24.1,300,2012-01-02 13:52:00
2012-01-02 14:52:00,Overcast,2012-01-02 20:52:00<br />,-11.1,,42.6,39.0,,1025.8,1.7,,2:52 PM,16.1,WNW,33.3,290,2012-01-02 14:52:00
2012-01-02 15:52:00,Overcast,2012-01-02 21:52:00<br />,-11.7,,42.6,40.0,,1026.4,0.6,,3:52 PM,16.1,NW,25.9,320,2012-01-02 15:52:00
2012-01-02 16:52:00,Overcast,2012-01-02 22:52:00<br />,-11.1,,-,46.0,,1027.4,-0.6,,4:52 PM,16.1,NNW,25.9,340,2012-01-02 16:52:00
2012-01-02 17:52:00,Mostly Cloudy,2012-01-02 23:52:00<br />,-10.0,,-,56.0,,1028.5,-2.2,,5:52 PM,16.1,North,18.5,350,2012-01-02 17:52:00
2012-01-02 18:52:00,Mostly Cloudy,2012-01-03 00:52:00<br />,-10.0,,-,58.0,,1029.0,-2.8,,6:52 PM,16.1,North,20.4,360,2012-01-02 18:52:00
2012-01-02 19:52:00,Overcast,2012-01-03 01:52:00<br />,-9.4,,-,63.0,,1029.6,-3.3,,7:52 PM,16.1,North,20.4,360,2012-01-02 19:52:00
2012-01-02 20:52:00,Overcast,2012-01-03 02:52:00<br />,-10.6,,50.0,60.0,,1030.3,-3.9,,8:52 PM,16.1,NNW,27.8,340,2012-01-02 20:52:00
2012-01-02 21:52:00,Mostly Cloudy,2012-01-03 03:52:00<br />,-13.3,,46.3,51.0,,1030.7,-4.4,,9:52 PM,16.1,NNW,25.9,340,2012-01-02 21:52:00
2012-01-02 22:52:00,Overcast,2012-01-03 04:52:00<br />,-12.8,,48.2,53.0,,1031.0,-4.4,,10:52 PM,16.1,NNW,35.2,330,2012-01-02 22:52:00
2012-01-02 23:52:00,Mostly Cloudy,2012-01-03 05:52:00<br />,-11.7,,-,63.0,,1031.3,-5.6,,11:52 PM,16.1,NNW,20.4,330,2012-01-02 23:52:00
